Sample in Buffer,Sample in Window,TRIGGER,Adc3444_TCP_i/TriggerCh_0/inst/iAdcData[15:0],Adc3444_TCP_i/TriggerCh_0/inst/iAdcData_Tri,Adc3444_TCP_i/TriggerCh_0/inst/oStateToFINISHIntr,Adc3444_TCP_i/TriggerCh_0/inst/m_axi_wdata[63:0],Adc3444_TCP_i/TriggerCh_0/inst/m_axi_wvalid,Adc3444_TCP_i/TriggerCh_0/inst/m_axi_awaddr[31:0],Adc3444_TCP_i/TriggerCh_0/inst/wTrigToggle[31:0]
897,897,0,0000,0,0,0000000000000000,1,00231180,00000000
898,898,0,0000,0,0,0000000000000000,1,00231180,00000000
899,899,0,0000,0,0,0000000000000000,1,00231180,00000000
900,900,0,0000,0,0,0000000000000000,1,00231180,00000000
901,901,0,0000,0,0,0000000000000000,1,00231180,00000000
902,902,0,0000,0,0,0000000000000000,1,00231180,00000000
903,903,0,0000,0,0,0000000000000000,1,00231180,00000000
904,904,0,0000,0,0,0000000000000000,1,00231180,00000000
905,905,0,0000,0,0,0000000000000000,0,00231180,00000000
906,906,0,0000,0,0,0000000000000000,0,00231180,00000000
907,907,0,0000,0,0,0000000000000000,0,00231180,00000000
908,908,0,0000,0,0,0000000000000000,0,00231180,00000000
909,909,0,0000,0,0,0000000000000000,0,00231180,00000000
910,910,0,0000,0,0,0000000000000000,0,00231180,00000000
911,911,0,0000,0,0,0000000000000000,0,00231180,00000000
912,912,0,0000,0,0,0000000000000000,0,00231180,00000000
913,913,0,0000,0,0,0000000000000000,0,00231180,00000000
914,914,0,0000,0,0,0000000000000000,0,00231180,00000000
915,915,0,0000,0,0,0000000000000000,0,00231180,00000000
916,916,0,0000,0,0,0000000000000000,0,00231180,00000000
917,917,0,0000,0,0,0000000000000000,0,00231180,00000000
918,918,0,0000,0,0,0000000000000000,0,00231180,00000000
919,919,0,0000,0,0,0000000000000000,0,00231180,00000000
920,920,0,0000,0,0,0000000000000000,0,00231180,00000000
921,921,0,0000,0,0,0000000000000000,0,00231180,00000000
922,922,0,0000,0,0,0000000000000000,0,00231180,00000000
923,923,0,0000,0,0,0000000000000000,0,00231180,00000000
924,924,0,0000,0,0,0000000000000000,0,00231180,00000000
925,925,0,0000,0,0,0000000000000000,0,00231180,00000000
926,926,0,0000,0,0,0000000000000000,0,00231180,00000000
927,927,0,0000,0,0,0000000000000000,0,00231180,00000000
928,928,0,0000,0,0,0000000000000000,0,00231180,00000000
929,929,0,0000,0,0,0000000000000000,0,00231180,00000000
930,930,0,0000,0,0,0000000000000000,0,00231180,00000000
931,931,0,0000,0,0,0000000000000000,0,00231180,00000000
932,932,0,0000,0,0,0000000000000000,0,00231180,00000000
933,933,0,0000,0,0,0000000000000000,0,00231180,00000000
934,934,0,0000,0,0,0000000000000000,0,00231180,00000000
935,935,0,0000,0,0,0000000000000000,0,00231180,00000000
936,936,0,0000,0,0,0000000000000000,0,00231180,00000000
937,937,0,0000,0,0,0000000000000000,0,00231180,00000000
938,938,0,0000,0,0,0000000000000000,0,00231180,00000000
939,939,0,0000,0,0,0000000000000000,0,00231180,00000000
940,940,0,0000,0,0,0000000000000000,0,00231180,00000000
941,941,0,0000,0,0,0000000000000000,0,00231180,00000000
942,942,0,0000,0,0,0000000000000000,0,00231180,00000000
943,943,0,0000,0,0,0000000000000000,0,00231180,00000000
944,944,0,0000,0,0,0000000000000000,0,00231180,00000000
945,945,0,0000,0,0,0000000000000000,0,00231180,00000000
946,946,0,0000,0,0,0000000000000000,0,00231180,00000000
947,947,0,0000,0,0,0000000000000000,0,00231180,00000000
948,948,0,0000,0,0,0000000000000000,0,00231180,00000000
949,949,0,0000,0,0,0000000000000000,0,00231180,00000000
950,950,0,0000,0,0,0000000000000000,0,00231180,00000000
951,951,0,0000,0,0,0000000000000000,0,00231180,00000000
952,952,0,0000,0,0,0000000000000000,0,00231180,00000000
953,953,0,0000,0,0,0000000000000000,0,00231180,00000000
954,954,0,0000,0,0,0000000000000000,0,00231180,00000000
955,955,0,0000,0,0,0000000000000000,0,00231180,00000000
956,956,0,0000,0,0,0000000000000000,0,00231180,00000000
957,957,0,0000,0,0,0000000000000000,0,00231180,00000000
958,958,0,0000,0,0,0000000000000000,0,00231180,00000000
959,959,0,0000,0,0,0000000000000000,0,00231180,00000000
960,960,0,0000,0,0,0000000000000000,0,00231180,00000000
961,961,0,0000,0,0,0000000000000000,0,00231180,00000000
962,962,0,0000,0,0,0000000000000000,0,00231180,00000000
963,963,0,0000,0,0,0000000000000000,0,00231180,00000000
964,964,0,0000,0,0,0000000000000000,0,00231180,00000000
965,965,0,0000,0,0,0000000000000000,0,00231180,00000000
966,966,0,0000,0,0,0000000000000000,0,00231180,00000000
967,967,0,0000,0,0,0000000000000000,0,00231180,00000000
968,968,0,0000,0,0,0000000000000000,0,00231180,00000000
969,969,0,0000,1,0,0000000000000000,0,00231180,00000000
970,970,0,0000,0,0,0000000000000000,0,00231180,00000000
971,971,0,0fff,0,0,0000000000000000,0,00231180,00000000
972,972,0,0fff,0,0,0000000000000000,0,00231180,00000000
973,973,0,0fff,0,0,0000000000000000,0,00231180,00000000
974,974,0,0fff,0,0,0000000000000000,0,00231180,00000000
975,975,0,0fff,0,0,0000000000000000,0,00231180,000004ec
976,976,0,0fff,0,0,0000000000000000,0,00231180,000004ec
977,977,0,0fff,0,0,0000000000000000,0,00231180,000004ec
978,978,0,0fff,0,0,0000000000000000,0,00231180,000004ec
979,979,0,0fff,0,0,0000000000000000,0,00231180,000004ec
980,980,0,0fff,0,0,0000000000000000,0,00231180,000004ec
981,981,0,0fff,0,0,0000000000000000,0,00231180,000004ec
982,982,0,0fff,0,0,0000000000000000,0,00231180,000004ec
983,983,0,0fff,0,0,0000000000000000,0,00231180,000004ec
984,984,0,0fff,0,0,0000000000000000,0,00231180,000004ec
985,985,0,0fff,0,0,0000000000000000,0,00231180,000004ec
986,986,0,0fff,0,0,0000000000000000,0,00231180,000004ec
987,987,0,0fff,0,0,0000000000000000,0,00231180,000004ec
988,988,0,0e0c,0,0,0000000000000000,0,00231180,000004ec
989,989,0,0010,0,0,0000000000000000,0,00231180,000004ec
990,990,0,0010,0,0,0000000000000000,0,00231180,000004ec
991,991,0,0eef,0,0,0000000000000000,0,00231180,000004ec
992,992,0,0ff1,0,0,0000000000000000,0,00231180,000004ec
993,993,0,0e1f,0,0,0000000000000000,0,00231180,000004ec
994,994,0,0fff,0,0,0000000000000000,0,00231180,000004ec
995,995,0,0fff,0,0,0000000000000000,0,00231200,000004ec
996,996,0,0fff,0,0,0000000000000000,1,00231200,000004ec
997,997,0,0fff,0,0,0000000000000000,1,00231200,000004ec
998,998,0,0fff,0,0,0000000000000000,1,00231200,000004ec
999,999,0,0fff,0,0,0000000000000000,1,00231200,000004ec
1000,1000,0,0fff,0,0,0000000000000000,1,00231200,000004ec
1001,1001,0,0fff,0,0,0000000000000000,1,00231200,000004ec
1002,1002,0,0fff,0,0,0000000000000000,1,00231200,000004ec
1003,1003,0,0fff,0,0,0000000000000000,1,00231200,000004ec
1004,1004,0,0e1f,0,0,0000000000000000,1,00231200,000004ec
1005,1005,0,00ec,0,0,0000000000000000,1,00231200,000004ec
1006,1006,0,0fff,0,0,0000000000000000,1,00231200,000004ec
1007,1007,0,0000,0,0,0000000000000000,1,00231200,000004ec
1008,1008,0,0000,0,0,0000000000000000,1,00231200,000004ec
1009,1009,0,0000,0,0,0000000000000000,1,00231200,000004ec
1010,1010,0,0000,0,0,0000000000000000,1,00231200,000004ec
1011,1011,0,0000,0,0,0000000000000000,1,00231200,000004ec
1012,1012,0,0000,0,0,0000000000000000,1,00231200,000004ec
1013,1013,0,0000,0,0,0000000000000000,1,00231200,000004ec
1014,1014,0,0000,0,0,0000000000000000,0,00231280,000004ec
1015,1015,0,0ee3,0,0,0000000000000000,1,00231280,000004ec
1016,1016,0,0113,0,0,0000000000000000,1,00231280,000004ec
1017,1017,0,01fe,0,0,0000000000000000,1,00231280,000004ec
1018,1018,0,0fff,0,0,0000000000000000,1,00231280,000004ec
1019,1019,0,0fff,0,0,0000000000000000,1,00231280,000004ec
1020,1020,0,0fff,0,0,0000000000000000,1,00231280,000004ec
1021,1021,0,0fff,0,0,0000000000000000,1,00231280,000004ec
1022,1022,0,0fff,0,0,0000000000000000,1,00231280,000004ec
1023,1023,0,0fff,0,0,0000000000000000,1,00231280,000004ec
1024,1024,0,0fff,0,0,0000000000000000,1,00231280,000004ec
1025,1025,0,0fff,0,0,0000000000000000,1,00231280,000004ec
1026,1026,0,0fff,0,0,0000000000000000,1,00231280,000004ec
1027,1027,0,0fff,0,0,0000000000000000,1,00231280,000004ec
1028,1028,0,0fc3,0,0,0000000000000000,1,00231280,000004ec
1029,1029,0,0150,0,0,0000000000000000,1,00231280,000004ec
1030,1030,0,0000,0,0,0fff0fff00000000,1,00231280,000004ec
1031,1031,0,0000,0,0,0fff0fff0fff0fff,1,00231280,000004ec
1032,1032,0,0000,0,0,0fff0fff0fff0fff,1,00231280,000004ec
1033,1033,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1034,1034,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1035,1035,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1036,1036,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1037,1037,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1038,1038,0,00e1,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1039,1039,0,0e01,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1040,1040,0,013e,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1041,1041,0,0fff,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1042,1042,0,0fff,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1043,1043,0,0fff,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1044,1044,0,0fff,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1045,1045,0,0fff,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1046,1046,0,0fff,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1047,1047,0,0fff,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1048,1048,0,0fff,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1049,1049,0,0fff,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1050,1050,0,0fff,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1051,1051,0,01ff,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1052,1052,0,0001,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1053,1053,0,0e2f,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1054,1054,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1055,1055,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1056,1056,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1057,1057,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1058,1058,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1059,1059,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1060,1060,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1061,1061,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1062,1062,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1063,1063,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1064,1064,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1065,1065,0,00f1,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1066,1066,0,00e0,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1067,1067,0,0ef1,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1068,1068,0,01e0,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1069,1069,0,0fff,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1070,1070,0,0fff,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1071,1071,0,0fff,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1072,1072,0,0fff,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1073,1073,0,0fff,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1074,1074,0,0fff,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1075,1075,0,0fff,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1076,1076,0,0fff,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1077,1077,0,0e3f,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1078,1078,0,01d0,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1079,1079,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1080,1080,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1081,1081,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1082,1082,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1083,1083,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1084,1084,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1085,1085,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1086,1086,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1087,1087,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1088,1088,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1089,1089,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1090,1090,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1091,1091,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1092,1092,0,0010,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1093,1093,0,0c30,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1094,1094,0,0200,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1095,1095,0,0f01,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1096,1096,0,01f1,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1097,1097,0,0c71,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1098,1098,0,0fff,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1099,1099,0,0fff,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1100,1100,0,0fff,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1101,1101,0,0fff,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1102,1102,0,0fff,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1103,1103,0,0fff,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1104,1104,0,0fd3,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1105,1105,0,0fe1,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1106,1106,0,000e,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1107,1107,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1108,1108,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1109,1109,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1110,1110,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1111,1111,0,0000,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1112,1112,0,000f,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1113,1113,0,003e,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1114,1114,0,002e,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1115,1115,0,00fe,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1116,1116,0,010e,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1117,1117,0,013e,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1118,1118,0,01c1,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1119,1119,0,01f3,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1120,1120,0,0e0c,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1121,1121,0,01e1,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1122,1122,0,0efd,0,0,0fff0fff0fff0fff,0,00231280,000004ec
1123,1123,0,001e,0,0,0fff0fff0fff0fff,0,00231300,000004ec
1124,1124,0,087e,0,0,0fff0fff0fff0fff,1,00231300,000004ec
1125,1125,0,0fff,0,0,0e0c0fff0fff0fff,1,00231300,000004ec
1126,1126,0,0fff,0,0,0ff10eef00100010,1,00231300,000004ec
1127,1127,0,0fff,0,0,0ff10eef00100010,1,00231300,000004ec
1128,1128,0,0fff,0,0,0ff10eef00100010,1,00231300,000004ec
1129,1129,0,0fff,0,0,0fff0fff0fff0e1f,1,00231300,000004ec
1130,1130,0,0fff,0,0,0fff0fff0fff0fff,1,00231300,000004ec
1131,1131,0,0e3f,0,0,0e1f0fff0fff0fff,1,00231300,000004ec
1132,1132,0,0020,0,0,000000000fff00ec,1,00231300,000004ec
1133,1133,0,003f,0,0,0000000000000000,1,00231300,000004ec
1134,1134,0,0101,0,0,01130ee300000000,1,00231300,000004ec
1135,1135,0,011e,0,0,0fff0fff0fff01fe,1,00231300,000004ec
1136,1136,0,01e1,0,0,0fff0fff0fff0fff,1,00231300,000004ec
1137,1137,0,01f1,0,0,0fc30fff0fff0fff,1,00231300,000004ec
1138,1138,0,0e00,0,0,0000000000000150,1,00231300,000004ec
1139,1139,0,0e10,0,0,0000000000000000,1,00231300,000004ec
1140,1140,0,0ee0,0,0,013e0e0100e10000,1,00231300,000004ec
1141,1141,0,0fbf,0,0,0fff0fff0fff0fff,1,00231300,000004ec
1142,1142,0,0eff,0,0,0fff0fff0fff0fff,0,00231380,000004ec
1143,1143,0,0f0f,0,0,0fff0fff0fff0fff,1,00231380,000004ec
1144,1144,0,0f1e,0,0,000101ff0fff0fff,1,00231380,000004ec
1145,1145,0,0fe1,0,0,0000000000000e2f,1,00231380,000004ec
1146,1146,0,0ff1,0,0,0000000000000e2f,1,00231380,000004ec
1147,1147,0,0000,0,0,0000000000000e2f,1,00231380,000004ec
1148,1148,0,000f,0,0,0000000000000000,1,00231380,000004ec
1149,1149,0,0c1f,0,0,0000000000000000,1,00231380,000004ec
1150,1150,0,001f,0,0,01e00ef100e000f1,1,00231380,000004ec
1151,1151,0,02ff,0,0,0fff0fff0fff0fff,1,00231380,000004ec
1152,1152,0,01ef,0,0,0fff0fff0fff0fff,1,00231380,000004ec
1153,1153,0,0fd0,0,0,0000000001d00e3f,1,00231380,000004ec
1154,1154,0,01ff,0,0,0000000000000000,1,00231380,000004ec
1155,1155,0,0f11,0,0,0000000000000000,1,00231380,000004ec
1156,1156,0,03a0,0,0,0010000000000000,1,00231380,000004ec
1157,1157,0,002f,0,0,01f10f0102000c30,1,00231380,000004ec
1158,1158,0,003c,0,0,0fff0fff0fff0c71,1,00231380,000004ec
1159,1159,0,0e20,0,0,0fd30fff0fff0fff,1,00231380,000004ec
1160,1160,0,0022,0,0,00000000000e0fe1,1,00231380,000004ec
1161,1161,0,040f,0,0,00000000000e0fe1,0,00231380,000004ec
1162,1162,0,0473,0,0,00000000000e0fe1,0,00231380,000004ec
1163,1163,0,0dd1,0,0,00000000000e0fe1,0,00231380,000004ec
1164,1164,0,01e0,0,0,00000000000e0fe1,0,00231380,000004ec
1165,1165,0,01f0,0,0,00000000000e0fe1,0,00231380,000004ec
1166,1166,0,01ff,0,0,00000000000e0fe1,0,00231380,000004ec
1167,1167,0,0e0e,0,0,00000000000e0fe1,0,00231380,000004ec
1168,1168,0,0e13,0,0,00000000000e0fe1,0,00231380,000004ec
1169,1169,0,0ee0,0,0,00000000000e0fe1,0,00231380,000004ec
1170,1170,0,0eef,0,0,00000000000e0fe1,0,00231380,000004ec
1171,1171,0,0eff,0,0,00000000000e0fe1,0,00231380,000004ec
1172,1172,0,0f0c,0,0,00000000000e0fe1,0,00231380,000004ec
1173,1173,0,0f11,0,0,00000000000e0fe1,0,00231380,000004ec
1174,1174,0,0fe0,0,0,00000000000e0fe1,0,00231380,000004ec
1175,1175,0,0fef,0,0,00000000000e0fe1,0,00231380,000004ec
1176,1176,0,01ff,0,0,00000000000e0fe1,0,00231380,000004ec
1177,1177,0,0000,0,0,00000000000e0fe1,0,00231380,000004ec
1178,1178,0,0eef,0,0,00000000000e0fe1,0,00231380,000004ec
1179,1179,0,0f7b,0,0,00000000000e0fe1,0,00231380,000004ec
1180,1180,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1181,1181,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1182,1182,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1183,1183,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1184,1184,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1185,1185,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1186,1186,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1187,1187,0,01df,0,0,00000000000e0fe1,0,00231380,000004ec
1188,1188,0,003c,0,0,00000000000e0fe1,0,00231380,000004ec
1189,1189,0,0b8e,0,0,00000000000e0fe1,0,00231380,000004ec
1190,1190,0,0760,0,0,00000000000e0fe1,0,00231380,000004ec
1191,1191,0,01ef,0,0,00000000000e0fe1,0,00231380,000004ec
1192,1192,0,01ff,0,0,00000000000e0fe1,0,00231380,000004ec
1193,1193,0,0e0c,0,0,00000000000e0fe1,0,00231380,000004ec
1194,1194,0,0e11,0,0,00000000000e0fe1,0,00231380,000004ec
1195,1195,0,0ee0,0,0,00000000000e0fe1,0,00231380,000004ec
1196,1196,0,0eef,0,0,00000000000e0fe1,0,00231380,000004ec
1197,1197,0,0efe,0,0,00000000000e0fe1,0,00231380,000004ec
1198,1198,0,0f03,0,0,00000000000e0fe1,0,00231380,000004ec
1199,1199,0,0f10,0,0,00000000000e0fe1,0,00231380,000004ec
1200,1200,0,0f3f,0,0,00000000000e0fe1,0,00231380,000004ec
1201,1201,0,01ee,0,0,00000000000e0fe1,0,00231380,000004ec
1202,1202,0,0043,0,0,00000000000e0fe1,0,00231380,000004ec
1203,1203,0,0fee,0,0,00000000000e0fe1,0,00231380,000004ec
1204,1204,0,01ee,0,0,00000000000e0fe1,0,00231380,000004ec
1205,1205,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1206,1206,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1207,1207,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1208,1208,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1209,1209,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1210,1210,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1211,1211,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1212,1212,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1213,1213,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1214,1214,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1215,1215,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1216,1216,0,0f1f,0,0,00000000000e0fe1,0,00231380,000004ec
1217,1217,0,00ff,0,0,00000000000e0fe1,0,00231380,000004ec
1218,1218,0,01d0,0,0,00000000000e0fe1,0,00231380,000004ec
1219,1219,0,0000,0,0,00000000000e0fe1,0,00231380,000004ec
1220,1220,0,0000,0,0,00000000000e0fe1,0,00231380,000004ec
1221,1221,0,0000,0,0,00000000000e0fe1,0,00231380,000004ec
1222,1222,0,0000,0,0,00000000000e0fe1,0,00231380,000004ec
1223,1223,0,0000,0,0,00000000000e0fe1,0,00231380,000004ec
1224,1224,0,0000,0,0,00000000000e0fe1,0,00231380,000004ec
1225,1225,0,0000,0,0,00000000000e0fe1,0,00231380,000004ec
1226,1226,0,0110,0,0,00000000000e0fe1,0,00231380,000004ec
1227,1227,0,0001,0,0,00000000000e0fe1,0,00231380,000004ec
1228,1228,0,0ef0,0,0,00000000000e0fe1,0,00231380,000004ec
1229,1229,0,00c3,0,0,00000000000e0fe1,0,00231380,000004ec
1230,1230,0,0f10,0,0,00000000000e0fe1,0,00231380,000004ec
1231,1231,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1232,1232,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1233,1233,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1234,1234,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1235,1235,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1236,1236,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1237,1237,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1238,1238,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1239,1239,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1240,1240,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1241,1241,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1242,1242,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1243,1243,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1244,1244,0,0fff,0,0,00000000000e0fe1,0,00231380,000004ec
1245,1245,0,0f10,0,0,00000000000e0fe1,0,00231380,000004ec
1246,1246,0,01f0,0,0,00000000000e0fe1,0,00231380,000004ec
1247,1247,0,0ee3,0,0,00000000000e0fe1,0,00231380,000004ec
1248,1248,0,0000,0,0,00000000000e0fe1,0,00231380,000004ec
1249,1249,0,0000,0,0,00000000000e0fe1,0,00231380,000004ec
1250,1250,0,0000,0,0,000f000000000000,0,00231380,000004ec
1251,1251,0,0000,0,0,000f000000000000,0,00231400,000004ec
1252,1252,0,0000,0,0,000f000000000000,1,00231400,000004ec
1253,1253,0,0000,0,0,010e00fe002e003e,1,00231400,000004ec
1254,1254,0,0040,0,0,0e0c01f301c1013e,1,00231400,000004ec
1255,1255,0,0e0f,0,0,0e0c01f301c1013e,1,00231400,000004ec
1256,1256,0,0e1f,0,0,0e0c01f301c1013e,1,00231400,000004ec
1257,1257,0,0f13,0,0,087e001e0efd01e1,1,00231400,000004ec
1258,1258,0,01f0,0,0,0fff0fff0fff0fff,1,00231400,000004ec
1259,1259,0,0fff,0,0,00200e3f0fff0fff,1,00231400,000004ec
1260,1260,0,0fff,0,0,01e1011e0101003f,1,00231400,000004ec
1261,1261,0,0fff,0,0,0ee00e100e0001f1,1,00231400,000004ec
1262,1262,0,0fff,0,0,0f1e0f0f0eff0fbf,1,00231400,000004ec
1263,1263,0,0fff,0,0,000f00000ff10fe1,1,00231400,000004ec
1264,1264,0,0fff,0,0,01ef02ff001f0c1f,1,00231400,000004ec
1265,1265,0,0fff,0,0,03a00f1101ff0fd0,1,00231400,000004ec
1266,1266,0,0fff,0,0,00220e20003c002f,1,00231400,000004ec
1267,1267,0,0fff,0,0,01e00dd10473040f,1,00231400,000004ec
1268,1268,0,0fff,0,0,0e130e0e01ff01f0,1,00231400,000004ec
1269,1269,0,0fff,0,0,0f0c0eff0eef0ee0,1,00231400,000004ec
1270,1270,0,0fff,0,0,01ff0fef0fe00f11,0,00231480,000004ec
1271,1271,0,0fff,0,0,01ff0fef0fe00f11,1,00231480,000004ec
1272,1272,0,013f,0,0,0fff0f7b0eef0000,1,00231480,000004ec
1273,1273,0,01c0,0,0,0fff0fff0fff0fff,1,00231480,000004ec
1274,1274,0,0e01,0,0,0fff0fff0fff0fff,1,00231480,000004ec
1275,1275,0,0000,0,0,0fff0fff0fff0fff,1,00231480,000004ec
1276,1276,0,0000,0,0,003c01df0fff0fff,1,00231480,000004ec
1277,1277,0,0000,0,0,01ff01ef07600b8e,1,00231480,000004ec
1278,1278,0,0000,0,0,0eef0ee00e110e0c,1,00231480,000004ec
1279,1279,0,0000,0,0,0f3f0f100f030efe,1,00231480,000004ec
